Group_x,PlaylistID,segmento,codigo_tratamiento,Global_Code_LINEABASE,Global_Code_PARENTESCO,Global_Code_ASOCIACION,Tratamiento_codigo,Tratamiento_significado_x,parentesco_x,asociacion_x,riesgo_x,ID_leaf_x_y,TIPO,orden_segmento,Conteo
14,Gr14_3556_2,L4,D,34,69,80,D,NP-NOAS,NP,NOAS,,982091068543556,R,34.0,2.0
14,Gr14_6154_2,L4,B,35,70,100,B,P-NOAS,P,NOAS,,982126057846154,R,35.0,7.0
3,Gr3_9490_2,L4,A,36,58,107,A,P-A,P,A,,900200000279490,R,,0.0
3,Gr3_4334_2,L4,B,37,71,92,B,P-NOAS,P,NOAS,,982126058484334,R,,0.0
3,Gr3_4346_2,L4,B,1,71,77,B,P-NOAS,P,NOAS,,982126058484346,R,,0.0
11,Gr11_5125_2,L4,B,38,48,92,B,P-NOAS,P,NOAS,,982126057845125,R,38.0,3.0
4,Gr4_3072_2,L4,D,39,60,97,D,NP-NOAS,NP,NOAS,,982091068563072,R,39.0,26.0
4,Gr4_6209_2,L4,D,34,72,105,D,NP-NOAS,NP,NOAS,,982126057846209,R,34.0,38.0
2,Gr2_4287_2,L4,B,24,44,79,B,P-NOAS,P,NOAS,,982126058484287,R,,0.0
2,Gr2_5093_2,L4,A,25,61,91,A,P-A,P,A,,982126057845093,R,25.0,9.0
9,Gr9_4277_1,P1,G2,1,42,77,G2,P-NOAS_I,P,NOAS,I,982126058484277,R,42.0,11.0
9,Gr9_4300_1,P1,G2,2,42,78,G2,P-NOAS_I,P,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_1,P1,H2,3,43,77,H2,NP-NOAS_I,NP,NOAS,I,982126057845103,R,43.0,55.0
9,Gr9_7919_1,P1,F2,4,44,79,F2,NP-NOAS_D,NP,NOAS,D,982091068557919,R,44.0,31.0
5,Gr5_5119_1,P1,E1,5,45,80,E1,P-A_D,P,A,D,982126057845119,R,45.0,32.0
5,Gr5_4301_1,P1,E1,6,46,81,E1,P-A_D,P,A,D,982126058484301,R,46.0,2.0
13,Gr13_8540_1,P1,E2,7,47,80,E2,P-NOAS_D,P,NOAS,D,982126051278540,R,,0.0
13,Gr13_8521_1,P1,E2,8,48,81,E2,P-NOAS_D,P,NOAS,D,982126051278521,R,,0.0
7,Gr7_5113_1,P1,E1,9,49,82,E1,P-A_D,P,A,D,982126057845113,R,49.0,20.0
7,Gr7_5141_1,P1,E1,10,45,83,E1,P-A_D,P,A,D,982126057845141,R,,0.0
8,Gr8_6186_1,P1,H1,11,50,83,H1,NP-A_I,NP,A,I,982126057846186,R,50.0,43.0
8,Gr8_8475_1,P1,G1,12,51,84,G1,P-A_I,P,A,I,982126051278475,R,51.0,1.0
6,Gr6_6231_1,P1,G2,13,42,85,G2,P-NOAS_I,P,NOAS,I,982126057846231,R,42.0,1.0
1,Gr1_4421_1,P1,F1,14,52,82,F1,NP-A_D,NP,A,D,982091068554421,R,52.0,1.0
1,Gr1_4331_1,P1,H1,15,53,86,H1,NP-A_I,NP,A,I,982126058484331,R,,0.0
10,Gr10_5921_1,P1,F2,16,54,87,F2,NP-NOAS_D,NP,NOAS,D,982126052945921,R,,0.0
10,Gr10_6430_1,P1,H1,17,55,88,H1,NP-A_I,NP,A,I,900200000206430,R,,0.0
10,Gr10_5106_1,P1,H1,10,55,88,H1,NP-A_I,NP,A,I,982126057845106,R,55.0,31.0
14,Gr14_5099_1,P1,H1,14,55,88,H1,NP-A_I,NP,A,I,982126057845099,R,,0.0
14,Gr14_3556_1,P1,H1,15,53,86,H1,NP-A_I,NP,A,I,982091068543556,R,,0.0
14,Gr14_6154_1,P1,G2,18,56,89,G2,P-NOAS_I,P,NOAS,I,982126057846154,R,56.0,20.0
3,Gr3_9490_1,P1,F2,19,57,90,F2,NP-NOAS_D,NP,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_1,P1,G2,20,58,91,G2,P-NOAS_I,P,NOAS,I,982126058484334,R,58.0,2.0
3,Gr3_4346_1,P1,G2,21,56,92,G2,P-NOAS_I,P,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_1,P1,G2,22,58,91,G2,P-NOAS_I,P,NOAS,I,982126057845125,R,58.0,22.0
4,Gr4_3072_1,P1,G1,23,59,93,G1,P-A_I,P,A,I,982091068563072,R,59.0,4.0
4,Gr4_6209_1,P1,F1,14,60,94,F1,NP-A_D,NP,A,D,982126057846209,R,,0.0
2,Gr2_4287_1,P1,G2,1,42,77,G2,P-NOAS_I,P,NOAS,I,982126058484287,R,,0.0
2,Gr2_6277_1,P1,G2,2,42,78,G2,P-NOAS_I,P,NOAS,I,982126057846227,R,,0.0
2,Gr2_5093_1,P1,H2,3,43,77,H2,NP-NOAS_I,NP,NOAS,I,982126057845093,R,43.0,11.0
9,Gr9_4277_2,P1,F2,2,61,91,F2,NP-NOAS_D,NP,NOAS,D,982126058484277,R,61.0,5.0
9,Gr9_4300_2,P1,H2,24,62,95,H2,NP-NOAS_I,NP,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_2,P1,G2,24,58,77,G2,P-NOAS_I,P,NOAS,I,982126057845103,R,,0.0
9,Gr9_7919_2,P1,H2,25,63,96,H2,NP-NOAS_I,NP,NOAS,I,982091068557919,R,63.0,14.0
5,Gr5_5119_2,P1,H1,15,50,97,H1,NP-A_I,NP,A,I,982126057845119,R,50.0,14.0
5,Gr5_4301_2,P1,H1,26,55,98,H1,NP-A_I,NP,A,I,982126058484301,R,55.0,17.0
13,Gr13_8540_2,P1,E2,27,64,94,E2,P-NOAS_D,P,NOAS,D,982126051278540,R,,0.0
13,Gr13_8521_2,P1,G2,7,56,97,G2,P-NOAS_I,P,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_2,P1,G1,28,65,82,G1,P-A_I,P,A,I,982126057845113,R,,0.0
7,Gr7_5141_2,P1,E1,29,49,99,E1,P-A_D,P,A,D,982126057845141,R,,0.0
8,Gr8_6186_2,P1,G1,30,66,100,G1,P-A_I,P,A,I,982126057846186,R,66.0,23.0
8,Gr8_8475_2,P1,F1,31,67,101,F1,NP-A_D,NP,A,D,982126051278475,R,,0.0
6,Gr6_6231_2,P1,H2,32,43,102,H2,NP-NOAS_I,NP,NOAS,I,982126057846231,R,,0.0
1,Gr1_4421_2,P1,H1,26,55,103,H1,NP-A_I,NP,A,I,982091068554421,R,,0.0
1,Gr1_4331_2,P1,E1,33,45,104,E1,P-A_D,P,A,D,982126058484331,R,,0.0
10,Gr10_5921_2,P1,G2,18,56,99,G2,P-NOAS_I,P,NOAS,I,982126052945921,R,,0.0
10,Gr10_6430_2,P1,F1,28,52,105,F1,NP-A_D,NP,A,D,900200000206430,R,,0.0
10,Gr10_5106_2,P1,F1,10,52,81,F1,NP-A_D,NP,A,D,982126057845106,R,,0.0
14,Gr14_5099_2,P1,E1,15,68,106,E1,P-A_D,P,A,D,982126057845099,R,68.0,1.0
14,Gr14_3556_2,P1,E1,34,69,80,E1,P-A_D,P,A,D,982091068543556,R,69.0,3.0
14,Gr14_6154_2,P1,E2,35,70,100,E2,P-NOAS_D,P,NOAS,D,982126057846154,R,70.0,1.0
3,Gr3_9490_2,P1,G2,36,58,107,G2,P-NOAS_I,P,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_2,P1,F2,37,71,92,F2,NP-NOAS_D,NP,NOAS,D,982126058484334,R,,0.0
3,Gr3_4346_2,P1,F2,1,71,77,F2,NP-NOAS_D,NP,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_2,P1,E2,38,48,92,E2,P-NOAS_D,P,NOAS,D,982126057845125,R,,0.0
4,Gr4_3072_2,P1,F1,39,60,97,F1,NP-A_D,NP,A,D,982091068563072,R,60.0,6.0
4,Gr4_6209_2,P1,H1,34,72,105,H1,NP-A_I,NP,A,I,982126057846209,R,72.0,32.0
2,Gr2_4287_2,P1,F2,24,44,79,F2,NP-NOAS_D,NP,NOAS,D,982126058484287,R,,0.0
2,Gr2_5093_2,P1,F2,25,61,91,F2,NP-NOAS_D,NP,NOAS,D,982126057845093,R,,0.0
9,Gr9_4277_3,P1,E2,40,47,96,E2,P-NOAS_D,P,NOAS,D,982126058484277,R,,0.0
9,Gr9_4300_3,P1,E2,40,73,108,E2,P-NOAS_D,P,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_3,P1,G2,40,74,102,G2,P-NOAS_I,P,NOAS,I,982126057845103,R,,0.0
9,Gr9_7919_3,P1,E2,40,47,103,E2,P-NOAS_D,P,NOAS,D,982091068557919,R,47.0,1.0
5,Gr5_5119_3,P1,F1,40,75,106,F1,NP-A_D,NP,A,D,982126057845119,R,,0.0
5,Gr5_4301_3,P1,E1,40,45,84,E1,P-A_D,P,A,D,982126058484301,R,45.0,1.0
7,Gr7_5113_3,P1,H1,40,72,104,H1,NP-A_I,NP,A,I,982126057845113,R,,0.0
8,Gr8_6186_3,P1,F1,40,75,86,F1,NP-A_D,NP,A,D,982126057846186,R,75.0,7.0
6,Gr6_6231_3,P1,E2,40,64,87,E2,P-NOAS_D,P,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_3,P1,G1,40,76,106,G1,P-A_I,P,A,I,982091068554421,R,,0.0
1,Gr1_4331_3,P1,G1,40,66,83,G1,P-A_I,P,A,I,982126058484331,R,,0.0
10,Gr10_5106_3,P1,E1,40,68,86,E1,P-A_D,P,A,D,982126057845106,R,,0.0
14,Gr14_5099_3,P1,G1,40,51,81,G1,P-A_I,P,A,I,982126057845099,R,,0.0
14,Gr14_3556_3,P1,F1,40,75,100,F1,NP-A_D,NP,A,D,982091068543556,R,,0.0
14,Gr14_6154_3,P1,F2,40,57,80,F2,NP-NOAS_D,NP,NOAS,D,982126057846154,R,,0.0
3,Gr3_9490_3,P1,H2,40,62,109,H2,NP-NOAS_I,NP,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_3,P1,H2,40,43,108,H2,NP-NOAS_I,NP,NOAS,I,982126058484334,R,,0.0
3,Gr3_4346_3,P1,E2,40,73,79,E2,P-NOAS_D,P,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_3,P1,F2,40,54,108,F2,NP-NOAS_D,NP,NOAS,D,982126057845125,R,,0.0
4,Gr4_3072_3,P1,H1,40,53,83,H1,NP-A_I,NP,A,I,982091068563072,R,53.0,5.0
4,Gr4_6209_3,P1,E1,40,68,82,E1,P-A_D,P,A,D,982126057846209,R,68.0,14.0
9,Gr9_4277_1,P2,H2,1,42,77,H2,NP-NOAS_I,NP,NOAS,I,982126058484277,R,42.0,40.0
9,Gr9_4300_1,P2,H2,2,42,78,H2,NP-NOAS_I,NP,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_1,P2,E2,3,43,77,E2,P-NOAS_D,P,NOAS,D,982126057845103,R,43.0,11.0
9,Gr9_7919_1,P2,H2,4,44,79,H2,NP-NOAS_I,NP,NOAS,I,982091068557919,R,44.0,42.0
5,Gr5_5119_1,P2,F1,5,45,80,F1,NP-A_D,NP,A,D,982126057845119,R,,0.0
5,Gr5_4301_1,P2,H1,6,46,81,H1,NP-A_I,NP,A,I,982126058484301,R,46.0,10.0
13,Gr13_8540_1,P2,F2,7,47,80,F2,NP-NOAS_D,NP,NOAS,D,982126051278540,R,,0.0
13,Gr13_8521_1,P2,H2,8,48,81,H2,NP-NOAS_I,NP,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_1,P2,F1,9,49,82,F1,NP-A_D,NP,A,D,982126057845113,R,49.0,16.0
7,Gr7_5141_1,P2,F1,10,45,83,F1,NP-A_D,NP,A,D,982126057845141,R,,0.0
8,Gr8_6186_1,P2,E1,11,50,83,E1,P-A_D,P,A,D,982126057846186,R,50.0,30.0
8,Gr8_8475_1,P2,F1,12,51,84,F1,NP-A_D,NP,A,D,982126051278475,R,,0.0
6,Gr6_6231_1,P2,H2,13,42,85,H2,NP-NOAS_I,NP,NOAS,I,982126057846231,R,42.0,3.0
1,Gr1_4421_1,P2,H1,14,52,82,H1,NP-A_I,NP,A,I,982091068554421,R,52.0,5.0
1,Gr1_4331_1,P2,G1,15,53,86,G1,P-A_I,P,A,I,982126058484331,R,,0.0
10,Gr10_5921_1,P2,G2,16,54,87,G2,P-NOAS_I,P,NOAS,I,982126052945921,R,,0.0
10,Gr10_6430_1,P2,F1,17,55,88,F1,NP-A_D,NP,A,D,900200000206430,R,,0.0
10,Gr10_5106_1,P2,F1,10,55,88,F1,NP-A_D,NP,A,D,982126057845106,R,55.0,33.0
14,Gr14_5099_1,P2,F1,14,55,88,F1,NP-A_D,NP,A,D,982126057845099,R,,0.0
14,Gr14_3556_1,P2,G1,15,53,86,G1,P-A_I,P,A,I,982091068543556,R,,0.0
14,Gr14_6154_1,P2,H2,18,56,89,H2,NP-NOAS_I,NP,NOAS,I,982126057846154,R,56.0,23.0
3,Gr3_9490_1,P2,H2,19,57,90,H2,NP-NOAS_I,NP,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_1,P2,F2,20,58,91,F2,NP-NOAS_D,NP,NOAS,D,982126058484334,R,58.0,3.0
3,Gr3_4346_1,P2,H2,21,56,92,H2,NP-NOAS_I,NP,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_1,P2,F2,22,58,91,F2,NP-NOAS_D,NP,NOAS,D,982126057845125,R,58.0,12.0
4,Gr4_3072_1,P2,H1,23,59,93,H1,NP-A_I,NP,A,I,982091068563072,R,59.0,8.0
4,Gr4_6209_1,P2,E1,14,60,94,E1,P-A_D,P,A,D,982126057846209,R,60.0,11.0
2,Gr2_4287_1,P2,H2,1,42,77,H2,NP-NOAS_I,NP,NOAS,I,982126058484287,R,,0.0
2,Gr2_6277_1,P2,H2,2,42,78,H2,NP-NOAS_I,NP,NOAS,I,982126057846227,R,42.0,2.0
2,Gr2_5093_1,P2,E2,3,43,77,E2,P-NOAS_D,P,NOAS,D,982126057845093,R,43.0,12.0
9,Gr9_4277_2,P2,E2,2,61,91,E2,P-NOAS_D,P,NOAS,D,982126058484277,R,,0.0
9,Gr9_4300_2,P2,G2,24,62,95,G2,P-NOAS_I,P,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_2,P2,F2,24,58,77,F2,NP-NOAS_D,NP,NOAS,D,982126057845103,R,,0.0
9,Gr9_7919_2,P2,E2,25,63,96,E2,P-NOAS_D,P,NOAS,D,982091068557919,R,63.0,10.0
5,Gr5_5119_2,P2,E1,15,50,97,E1,P-A_D,P,A,D,982126057845119,R,50.0,2.0
5,Gr5_4301_2,P2,F1,26,55,98,F1,NP-A_D,NP,A,D,982126058484301,R,55.0,8.0
13,Gr13_8540_2,P2,G2,27,64,94,G2,P-NOAS_I,P,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_2,P2,H2,7,56,97,H2,NP-NOAS_I,NP,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_2,P2,H1,28,65,82,H1,NP-A_I,NP,A,I,982126057845113,R,,0.0
7,Gr7_5141_2,P2,F1,29,49,99,F1,NP-A_D,NP,A,D,982126057845141,R,,0.0
8,Gr8_6186_2,P2,F1,30,66,100,F1,NP-A_D,NP,A,D,982126057846186,R,66.0,21.0
8,Gr8_8475_2,P2,G1,31,67,101,G1,P-A_I,P,A,I,982126051278475,R,,0.0
6,Gr6_6231_2,P2,E2,32,43,102,E2,P-NOAS_D,P,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_2,P2,F1,26,55,103,F1,NP-A_D,NP,A,D,982091068554421,R,,0.0
1,Gr1_4331_2,P2,F1,33,45,104,F1,NP-A_D,NP,A,D,982126058484331,R,,0.0
10,Gr10_5921_2,P2,H2,18,56,99,H2,NP-NOAS_I,NP,NOAS,I,982126052945921,R,,0.0
10,Gr10_6430_2,P2,H1,28,52,105,H1,NP-A_I,NP,A,I,900200000206430,R,,0.0
10,Gr10_5106_2,P2,H1,10,52,81,H1,NP-A_I,NP,A,I,982126057845106,R,,0.0
14,Gr14_5099_2,P2,G1,15,68,106,G1,P-A_I,P,A,I,982126057845099,R,,0.0
14,Gr14_3556_2,P2,G1,34,69,80,G1,P-A_I,P,A,I,982091068543556,R,69.0,1.0
14,Gr14_6154_2,P2,G2,35,70,100,G2,P-NOAS_I,P,NOAS,I,982126057846154,R,,0.0
3,Gr3_9490_2,P2,F2,36,58,107,F2,NP-NOAS_D,NP,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_2,P2,G2,37,71,92,G2,P-NOAS_I,P,NOAS,I,982126058484334,R,,0.0
3,Gr3_4346_2,P2,G2,1,71,77,G2,P-NOAS_I,P,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_2,P2,H2,38,48,92,H2,NP-NOAS_I,NP,NOAS,I,982126057845125,R,48.0,2.0
4,Gr4_3072_2,P2,E1,39,60,97,E1,P-A_D,P,A,D,982091068563072,R,60.0,3.0
4,Gr4_6209_2,P2,G1,34,72,105,G1,P-A_I,P,A,I,982126057846209,R,72.0,17.0
2,Gr2_4287_2,P2,H2,24,44,79,H2,NP-NOAS_I,NP,NOAS,I,982126058484287,R,,0.0
2,Gr2_5093_2,P2,E2,25,61,91,E2,P-NOAS_D,P,NOAS,D,982126057845093,R,,0.0
9,Gr9_4277_3,P2,F2,40,47,96,F2,NP-NOAS_D,NP,NOAS,D,982126058484277,R,,0.0
9,Gr9_4300_3,P2,F2,40,73,108,F2,NP-NOAS_D,NP,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_3,P2,E2,40,74,102,E2,P-NOAS_D,P,NOAS,D,982126057845103,R,,0.0
9,Gr9_7919_3,P2,F2,40,47,103,F2,NP-NOAS_D,NP,NOAS,D,982091068557919,R,47.0,4.0
5,Gr5_5119_3,P2,H1,40,75,106,H1,NP-A_I,NP,A,I,982126057845119,R,,0.0
5,Gr5_4301_3,P2,F1,40,45,84,F1,NP-A_D,NP,A,D,982126058484301,R,45.0,3.0
7,Gr7_5113_3,P2,G1,40,72,104,G1,P-A_I,P,A,I,982126057845113,R,,0.0
8,Gr8_6186_3,P2,H1,40,75,86,H1,NP-A_I,NP,A,I,982126057846186,R,75.0,16.0
6,Gr6_6231_3,P2,G2,40,64,87,G2,P-NOAS_I,P,NOAS,I,982126057846231,R,,0.0
1,Gr1_4421_3,P2,E1,40,76,106,E1,P-A_D,P,A,D,982091068554421,R,,0.0
1,Gr1_4331_3,P2,F1,40,66,83,F1,NP-A_D,NP,A,D,982126058484331,R,,0.0
10,Gr10_5106_3,P2,G1,40,68,86,G1,P-A_I,P,A,I,982126057845106,R,,0.0
14,Gr14_5099_3,P2,F1,40,51,81,F1,NP-A_D,NP,A,D,982126057845099,R,,0.0
14,Gr14_3556_3,P2,H1,40,75,100,H1,NP-A_I,NP,A,I,982091068543556,R,,0.0
14,Gr14_6154_3,P2,H2,40,57,80,H2,NP-NOAS_I,NP,NOAS,I,982126057846154,R,57.0,7.0
3,Gr3_9490_3,P2,G2,40,62,109,G2,P-NOAS_I,P,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_3,P2,E2,40,43,108,E2,P-NOAS_D,P,NOAS,D,982126058484334,R,,0.0
3,Gr3_4346_3,P2,F2,40,73,79,F2,NP-NOAS_D,NP,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_3,P2,G2,40,54,108,G2,P-NOAS_I,P,NOAS,I,982126057845125,R,,0.0
4,Gr4_3072_3,P2,G1,40,53,83,G1,P-A_I,P,A,I,982091068563072,R,53.0,6.0
4,Gr4_6209_3,P2,G1,40,68,82,G1,P-A_I,P,A,I,982126057846209,R,68.0,16.0
9,Gr9_4277_1,P3,F2,1,42,77,F2,NP-NOAS_D,NP,NOAS,D,982126058484277,R,42.0,40.0
9,Gr9_4300_1,P3,F2,2,42,78,F2,NP-NOAS_D,NP,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_1,P3,G2,3,43,77,G2,P-NOAS_I,P,NOAS,I,982126057845103,R,43.0,19.0
9,Gr9_7919_1,P3,E2,4,44,79,E2,P-NOAS_D,P,NOAS,D,982091068557919,R,44.0,1.0
5,Gr5_5119_1,P3,G1,5,45,80,G1,P-A_I,P,A,I,982126057845119,R,45.0,19.0
5,Gr5_4301_1,P3,G1,6,46,81,G1,P-A_I,P,A,I,982126058484301,R,46.0,16.0
13,Gr13_8540_1,P3,G2,7,47,80,G2,P-NOAS_I,P,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_1,P3,G2,8,48,81,G2,P-NOAS_I,P,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_1,P3,H1,9,49,82,H1,NP-A_I,NP,A,I,982126057845113,R,49.0,23.0
7,Gr7_5141_1,P3,G1,10,45,83,G1,P-A_I,P,A,I,982126057845141,R,,0.0
8,Gr8_6186_1,P3,G1,11,50,83,G1,P-A_I,P,A,I,982126057846186,R,50.0,34.0
8,Gr8_8475_1,P3,H1,12,51,84,H1,NP-A_I,NP,A,I,982126051278475,R,,0.0
6,Gr6_6231_1,P3,F2,13,42,85,F2,NP-NOAS_D,NP,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_1,P3,G1,14,52,82,G1,P-A_I,P,A,I,982091068554421,R,52.0,14.0
1,Gr1_4331_1,P3,F1,15,53,86,F1,NP-A_D,NP,A,D,982126058484331,R,,0.0
10,Gr10_5921_1,P3,H2,16,54,87,H2,NP-NOAS_I,NP,NOAS,I,982126052945921,R,,0.0
10,Gr10_6430_1,P3,E1,17,55,88,E1,P-A_D,P,A,D,900200000206430,R,,0.0
10,Gr10_5106_1,P3,E1,10,55,88,E1,P-A_D,P,A,D,982126057845106,R,55.0,62.0
14,Gr14_5099_1,P3,E1,14,55,88,E1,P-A_D,P,A,D,982126057845099,R,,0.0
14,Gr14_3556_1,P3,F1,15,53,86,F1,NP-A_D,NP,A,D,982091068543556,R,,0.0
14,Gr14_6154_1,P3,E2,18,56,89,E2,P-NOAS_D,P,NOAS,D,982126057846154,R,56.0,4.0
3,Gr3_9490_1,P3,G2,19,57,90,G2,P-NOAS_I,P,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_1,P3,H2,20,58,91,H2,NP-NOAS_I,NP,NOAS,I,982126058484334,R,58.0,6.0
3,Gr3_4346_1,P3,E2,21,56,92,E2,P-NOAS_D,P,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_1,P3,H2,22,58,91,H2,NP-NOAS_I,NP,NOAS,I,982126057845125,R,58.0,19.0
4,Gr4_3072_1,P3,E1,23,59,93,E1,P-A_D,P,A,D,982091068563072,R,,0.0
4,Gr4_6209_1,P3,G1,14,60,94,G1,P-A_I,P,A,I,982126057846209,R,60.0,21.0
2,Gr2_4287_1,P3,F2,1,42,77,F2,NP-NOAS_D,NP,NOAS,D,982126058484287,R,,0.0
2,Gr2_6277_1,P3,F2,2,42,78,F2,NP-NOAS_D,NP,NOAS,D,982126057846227,R,,0.0
2,Gr2_5093_1,P3,G2,3,43,77,G2,P-NOAS_I,P,NOAS,I,982126057845093,R,43.0,21.0
9,Gr9_4277_2,P3,G2,2,61,91,G2,P-NOAS_I,P,NOAS,I,982126058484277,R,61.0,1.0
9,Gr9_4300_2,P3,F2,24,62,95,F2,NP-NOAS_D,NP,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_2,P3,H2,24,58,77,H2,NP-NOAS_I,NP,NOAS,I,982126057845103,R,58.0,4.0
9,Gr9_7919_2,P3,F2,25,63,96,F2,NP-NOAS_D,NP,NOAS,D,982091068557919,R,63.0,6.0
5,Gr5_5119_2,P3,G1,15,50,97,G1,P-A_I,P,A,I,982126057845119,R,50.0,26.0
5,Gr5_4301_2,P3,E1,26,55,98,E1,P-A_D,P,A,D,982126058484301,R,55.0,8.0
13,Gr13_8540_2,P3,F2,27,64,94,F2,NP-NOAS_D,NP,NOAS,D,982126051278540,R,,0.0
13,Gr13_8521_2,P3,E2,7,56,97,E2,P-NOAS_D,P,NOAS,D,982126051278521,R,,0.0
7,Gr7_5113_2,P3,F1,28,65,82,F1,NP-A_D,NP,A,D,982126057845113,R,,0.0
7,Gr7_5141_2,P3,H1,29,49,99,H1,NP-A_I,NP,A,I,982126057845141,R,,0.0
8,Gr8_6186_2,P3,E1,30,66,100,E1,P-A_D,P,A,D,982126057846186,R,66.0,18.0
8,Gr8_8475_2,P3,H1,31,67,101,H1,NP-A_I,NP,A,I,982126051278475,R,,0.0
6,Gr6_6231_2,P3,G2,32,43,102,G2,P-NOAS_I,P,NOAS,I,982126057846231,R,,0.0
1,Gr1_4421_2,P3,E1,26,55,103,E1,P-A_D,P,A,D,982091068554421,R,,0.0
1,Gr1_4331_2,P3,G1,33,45,104,G1,P-A_I,P,A,I,982126058484331,R,,0.0
10,Gr10_5921_2,P3,E2,18,56,99,E2,P-NOAS_D,P,NOAS,D,982126052945921,R,,0.0
